"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48"
"fearful",60.8883747825293,-8.14682400843496,-1.53914918932104,1.21149511408129,-3.62132893981102,-4.65457516066189,-3.29318912601618,-1.35944179795387,-0.333890963277983,1.41675550248642,-2.17035603441386,0.987331796683658,20.7916517561255,-2.61223810000002,-1.60951969910644,2.96492110434521,0.978114966132421,-3.38539195521341,-0.735497225524193,-3.08325879612618,-2.84363345496143,0.52256648897811,-5.45442231821985,0.710811473464601,52.2792431377516,-7.38835566442437,-2.81756507546933,0.350986928637305,0.0296793280392004,-5.5134103702039,-2.28428187105257,-2.02596540295608,-2.90814711424352,3.55758712856178,-1.18462731001276,0.774029215487127,20.5148287907716,-2.93343605100624,-2.81756507546933,1.30591605621746,0.029679328039206,-5.04830020487457,-2.28428187105256,-1.73745493739662,-2.90814711424348,3.75871036987113,-1.18462731001274,0.924114765433629
"fearful",67.6081613465279,-6.12389737763743,-1.0784164439369,2.95820811314836,-2.41756497461846,-3.91653300721948,-3.68599488052963,-1.50751981506612,0.69459733328449,0.407639045420247,-3.60865568986781,1.63712873383626,26.7618044969088,-0.954809139924282,-1.62469494246726,4.06502100648336,2.56671571408835,-2.23042315130971,-0.175144969362382,-3.308907139551,-0.873108552318695,1.95704981690498,-6.88474633364412,1.34133739829335,58.341690266438,-5.45876511407662,-2.52380170481126,1.46261594043752,1.60016463285878,-4.6193825973609,-1.81778076688936,-2.80191493310084,-2.49208802410187,4.79127705521079,-3.58690819373206,0.236278778490011,26.577275919458,-1.00384550065848,-2.52380170481125,2.41754506801767,1.60016463285878,-4.15427243203157,-1.81778076688934,-2.51340446754138,-2.49208802410183,4.99240029652015,-3.58690819373205,0.386364328436513
"disgust",46.1753527713468,-6.78829161102864,-3.77144331913423,1.23690498126958,-3.86442192318772,-4.89453058259252,-3.95749428999663,1.51542345402767,-1.1807486196147,-0.900630286590866,-1.20187846288809,-0.697574036795027,6.60407648610204,-1.07707543767943,-2.99208721091299,3.23482784262529,0.344844583997189,-2.49772785406744,-4.67605427280402,-0.651799557765851,-0.850415542614874,-1.68864708234835,-0.770451598235574,0.338725334984923,38.0585451362378,-5.71115424068375,-4.07142655263561,0.743543842066186,-0.692889668405186,-3.52221965988954,-5.00276770027704,-0.560237517619367,1.25319945030273,-0.267814365640755,-0.222291661180602,0.0113166868268487,6.29413078925786,-1.25623462726561,-4.07142655263561,1.69847296964634,-0.69288966840518,-3.05710949456021,-5.00276770027703,-0.271727052059906,1.25319945030277,-0.0666911243314026,-0.222291661180586,0.161402236773351
"disgust",44.1949896369264,-8.20563522860041,-3.40234090503343,1.32879489482381,-4.2194728795164,-4.39782216737785,-3.40308463618838,0.760004740556434,-1.11098630487975,-1.63750943783971,-1.63066388719263,-0.793455269802784,4.85341259294384,-2.35544171477059,-2.83933466218152,3.46113574366235,-0.230850254191131,-2.69461113243689,-3.67960699499503,-1.00610766295525,0.0428972447403768,-1.31992083270326,-0.730234808501975,-0.246737700411701,36.3314233979386,-7.03347298821378,-3.99160015611232,1.11508053569584,-0.961139632090372,-3.80884580652716,-3.78022159692472,-0.958360421053727,1.36881683601876,-0.511954765473326,-0.858996202636012,-0.812298348211291,4.56700905095863,-2.57855337479564,-3.99160015611231,2.07000966327599,-0.961139632090367,-3.34373564119783,-3.7802215969247,-0.669849955494265,1.36881683601879,-0.310831524163973,-0.858996202635995,-0.662212798264788
"disgust",40.921608552939,-8.12666714153536,-0.456126528757304,1.58585791897296,-3.73346349494426,-3.37497387921538,-3.48703203273312,-0.361075717349011,-0.511345436678986,0.248621681930302,-1.4977865527762,-0.493252843826906,1.19896694243665,-2.87486491062385,-0.273258052047164,3.49179308394458,0.481915711859927,-0.637147049743067,-2.15236251045541,-2.00898766646373,-1.64365738091004,-0.705545944447151,-1.4419030705962,1.57589507690425,33.0020225467239,-7.36333845139925,-1.06544577230275,1.68180063616892,-0.494653936043598,-2.48769203964812,-2.91215973909799,-1.89058965889165,-0.582525606761604,1.31219559804167,-0.24187869184081,0.861330463948585,1.23760819974398,-2.90841883798111,-1.06544577230274,2.63672976374907,-0.494653936043593,-2.02258187431879,-2.91215973909798,-1.60207919333218,-0.582525606761568,1.51331883935102,-0.241878691840793,1.01141601389509
"disgust",51.802468592574,-7.61491022100056,-1.27861930200812,3.1957459653492,-4.25753888993746,-3.49126528411455,-4.61841869238133,3.26209106413198,0.093722808892366,-0.935501174790373,-1.03853013706908,-0.965169671113777,11.773867103038,-2.65383346159207,-1.3757220815662,5.18735683871876,0.281849316346957,-1.10496215470591,-6.39502664272258,-0.269475252531997,-0.0618143098197205,-1.59272002369779,0.545476425881801,0.796606382742146,43.5566737484451,-7.01312179507266,-2.35913711602333,3.0806611781291,-1.04089873196081,-2.10492319080302,-6.10948187423445,-0.0673865761172275,3.32986559299223,0.605418281441668,1.05753212612611,0.853150489929428,11.7922594014651,-2.55820218165452,-2.35913711602333,4.03559030570925,-1.0408987319608,-1.63981302547369,-6.10948187423444,0.221123889442234,3.32986559299227,0.80654152275102,1.05753212612613,1.00323603987593
"disgust",46.797538230495,-6.92807736214773,-2.44358321666389,0.840178445766576,-5.11912182210763,-3.85482307696569,-3.73283062978739,-1.41163901102838,-2.65507888807716,-0.418564982777978,-0.379064384399612,-0.566980403262197,7.14989885099241,-1.18449684986548,-1.66500714996967,3.4416776883663,-1.01088124109716,-1.64278059949268,-1.3609775974825,-0.947569445978418,-2.57160287173047,-3.13684960295635,-1.53458376843675,1.35924215821406,38.7064203083831,-5.78609713784957,-2.73961738727492,1.27971680168287,-1.81518047621863,-3.60641711916107,-2.71601621152181,-1.64407514502741,-1.91631230823996,-1.6598744882538,-1.4167723545473,3.13769858349859,6.94200596140311,-1.33117752443143,-2.73961738727491,2.23464592926302,-1.81518047621862,-3.14130695383174,-2.71601621152179,-1.35556467946795,-1.91631230823992,-1.45875124694444,-1.41677235454728,3.28778413344509
"disgust",53.2815367917201,-7.23026225115176,-2.47549909790618,1.41785654515096,-5.32052130923871,-4.49849896989605,-3.5608344857894,-1.38647891093381,-2.31102634521271,-0.44698476052667,-1.28821709207052,-0.0236524132279779,13.719228200514,-1.57219533614962,-1.92648094659177,4.13644023720445,-0.732993430239676,-2.22135635816907,-1.26229556763426,-1.30206270543214,-2.33573627142405,-2.18607642421728,-2.34089599390963,1.59559961352887,45.2698370990083,-6.15990973932916,-3.06708742025697,1.84201560273625,-1.46718522269802,-4.2134779913128,-2.57190351951134,-1.54843018156727,-1.94376860254799,-0.511792870146375,-1.98997968863589,2.53220221357991,13.5054227520284,-1.70499012591102,-3.06708742025697,2.79694473031641,-1.46718522269802,-3.74836782598347,-2.57190351951133,-1.25991971600781,-1.94376860254795,-0.310669628837023,-1.98997968863587,2.68228776352642
"disgust",53.0168137109713,-7.55813823375045,-2.58372269277419,1.88284050412564,-4.95156750426413,-2.98982639677526,-3.90801574480261,-0.976367659379858,-1.42665541762118,-0.648109284368662,-1.62647367380131,-0.557772921246709,13.3322473319812,-1.69738815926776,-2.11229763356647,3.95688360758832,-0.873537532344006,-0.854674808199797,-1.85624200206129,-1.88501027362558,-1.09826559743838,-1.19863714425076,-1.66711497387331,0.487921650964505,44.9020759208426,-6.24477446398301,-3.15648618407793,1.95348286500143,-1.59604266620244,-2.69500905718244,-2.38720839474942,-2.08499080728752,-0.655327239082412,0.14997475783606,-1.04057290098063,0.56386060541548,13.1376615738626,-1.78985485056487,-3.15648618407792,2.90841199258158,-1.59604266620243,-2.2298988918531,-2.38720839474941,-1.79648034172806,-0.655327239082375,0.351097999145412,-1.04057290098061,0.713946155361983
"disgust",54.7759718504185,-5.81389261286393,-4.19533821798326,1.82049867878029,-5.37301324536716,-3.31122576436709,-3.30045276452619,-1.48828286562829,-0.584609994054753,-0.696902229894286,-2.03293834044445,0.00882235249823701,14.8413134049127,0.260234397063543,-3.44126497891701,3.98922841949808,-0.977463759721658,-2.02010105841697,-1.3525497379319,-2.65924561140391,-0.664425035872511,-0.53574441725836,-3.24365346211469,0.522762759100093,46.2814397949661,-4.24580318189223,-4.50345892917992,1.64263234694339,-1.45892649544415,-3.82516705522951,-1.64768022112846,-2.23997537206471,-0.577555293130636,1.36329307972479,-1.58483395458558,-0.0969877241836603,14.5170254479861,0.209116431525904,-4.50345892917992,2.59756147452355,-1.45892649544414,-3.36005688990018,-1.64768022112844,-1.95146490650525,-0.577555293130599,1.56441632103415,-1.58483395458556,0.0530978257628425
"surprised",41.0689650260925,-5.88326570544086,2.65883586122737,2.8078618788108,1.02341160081126,-0.741170197817295,-1.35428479257003,1.08500500768029,-0.235609164442503,-0.242156075263221,-0.68102018103189,-1.12788613717117,0.546385629421155,-2.07024949475821,0.907324371313056,2.63066855103982,2.45742805925405,0.680036875684686,-0.419468090452693,0.805345667190244,1.20041477376724,-0.332036717285405,2.4273318723563,1.4053816313383,32.6296218353289,-6.23565124821025,0.928687193092004,1.72906162649019,2.51759747153378,0.483252754287132,-0.144270465116977,0.955510711433272,3.09043628803919,0.893072221141414,2.76786994766095,1.76469112441721,0.865207488348923,-1.78073163479211,0.92868719309201,2.68399075407034,2.51759747153379,0.948362919616463,-0.144270465116964,1.24402117699273,3.09043628803922,1.09419546245077,2.76786994766097,1.91477667436371
"surprised",46.8894226148644,-4.70210797163615,-0.265639741947374,1.90958939351009,-3.02386278635425,-3.99658198242382,-2.94091710875653,0.417933821173038,-1.33682078898454,-1.33963152996127,-1.1548016629563,-1.43854092331385,6.84985584807657,0.14576217224985,-0.000875039497355691,4.42906125833134,1.2487916041816,-1.344339044804,-2.22080157533875,-0.154472447388809,-0.221612488175044,-2.09325701266428,0.689194409268417,-0.146546752633789,38.7410019959297,-4.07667632522897,-0.620423086814864,2.31981239793012,0.330341462678885,-2.77023117612376,-2.9338828490895,-0.713392169345287,1.29779559856926,-1.50720832910164,0.485608569019111,-0.257336675666819,6.97658764894979,0.378243288189171,-0.620423086814858,3.27474152551027,0.330341462678891,-2.30512101079443,-2.93388284908949,-0.424881703785825,1.29779559856929,-1.30608508779229,0.485608569019128,-0.107251125720316
"surprised",45.814032925047,-6.0571426874409,1.72267506037489,3.307773908824,-1.11929817432362,-1.45232397595406,-2.42708756815094,0.480525461636261,-1.00477764169622,-0.564318600900515,-0.672050684020962,-1.21924908889436,5.36139400626804,-1.86873141845007,0.530861676204586,3.94197519050045,1.49729068298014,0.62709689804039,-1.06275053238027,0.783010911877294,0.253131896872677,-1.49951948354901,1.77356890989374,0.55823731816988,37.3840628545615,-6.03308660790929,0.248305626637416,2.74372123304589,1.17434594165777,-0.293789751392647,-1.40063048119054,0.242933242236187,2.01416519588736,-0.542252643182658,2.15810659585239,1.59693556060523,5.61964850758153,-1.57816699449115,0.248305626637422,3.69865036062605,1.17434594165778,0.171320413936685,-1.40063048119052,0.531443707795649,2.01416519588739,-0.341129401873306,2.1581065958524,1.74702111055173
"surprised",47.9031726249559,-5.54410008916053,-0.853761882297485,1.42009355806207,-4.0799155227231,-4.47243611463198,-3.85641694270341,-0.632750745629245,-0.282060393270182,-0.534785902856176,-1.35345902681588,-0.984572885331766,7.95213574048083,-0.359696078802924,-0.255185041275826,4.13604816527273,0.86400934579519,-1.12629367385278,-2.57092310449804,-2.27436627003265,-0.892778129186112,-2.20685540071592,-0.608594356578177,0.920584431561387,39.7862758125541,-4.67955247861096,-0.977129899180508,1.94352476769909,-0.356565629348154,-3.16053727011209,-3.32370707182079,-2.50800443573469,0.675729646680199,0.0565038700728237,0.308720683650767,0.910472747002285,8.02186146557419,-0.224632865192826,-0.977129899180502,2.89845389527925,-0.356565629348148,-2.69542710478276,-3.32370707182078,-2.21949397017523,0.675729646680235,0.257627111382176,0.308720683650784,1.06055829694879
"surprised",46.5532490140483,-7.50570171700769,-0.593339515760637,0.402419150367249,-4.11911152494849,-4.26386220525016,-3.41668531492761,-0.864088995220522,-2.05013073067525,-0.938065137660489,-1.26234935501323,-1.33489156805662,6.98551272365291,-2.09476316511848,-0.0874861611252977,3.32516017538684,0.057090907455325,-1.78253099959534,-1.95410193642255,-1.08041147474442,-1.33812767893319,-2.28697767922872,-0.291302591500798,-1.26643312533788,38.6758994336166,-6.71899222317295,-1.15897267978093,1.09511167158645,-1.12133295983429,-3.6816050438508,-3.12162933958384,-1.77811938900924,-0.528823537950228,-1.87852204893552,0.10714723245826,-0.292965774736883,6.91148508663661,-2.26407260975481,-1.15897267978092,2.0500407991666,-1.12133295983428,-3.21649487852147,-3.12162933958382,-1.48960892344977,-0.528823537950191,-1.67739880762617,0.107147232458277,-0.14288022479038
"surprised",47.7801283807868,-5.65340236528083,1.67447286020519,3.09528229438951,-1.77345479955513,-2.15542504125941,-1.88854191361362,1.27260770804505,-1.19776001218675,-0.513289412872427,-1.41890573245781,-1.40696905365723,7.33039636379291,-1.49810072099126,0.666037389478252,4.43322771338306,1.21322166887722,-0.902617809721627,-1.55031462807713,0.853591439881013,0.0657213620045679,-0.0179372421496177,1.22789276572677,0.60071342582226,39.3359494020043,-5.69319567760571,0.174629317124917,2.81132651892859,0.760869855371662,-1.72810906026497,-1.73863337622405,1.16584133800053,1.75479874495595,0.461091935534507,1.5783838452184,0.149033020402555,7.57153505502439,-1.23827606418758,0.174629317124923,3.76625564650874,0.760869855371667,-1.26299889493564,-1.73863337622403,1.45435180355999,1.75479874495599,0.662215176843858,1.57838384521841,0.299118570349058
"surprised",48.4515707138615,-6.54002784108578,1.39595058737754,1.38089681088429,-2.59287451842851,-2.99550898495777,-4.17981624858553,-0.716856324030371,-2.00354950777505,-0.481003151373443,-1.36399331507396,-1.69796035710012,8.24593987944876,-1.71387252945057,1.22438489697982,3.41614207876414,1.69013955591439,0.11704718896099,-1.51282477271437,-0.365213666794577,-1.92138269933456,-1.50475032408063,-0.200954778864033,-0.98268284150227,40.1827244491054,-6.0858825716519,0.632066818716012,1.61957144967632,0.456209028681148,-1.75452438509277,-3.08683840251521,-1.36063508421314,-1.1090648318603,-1.19481820569645,0.899750926727659,-0.618771103367245,8.41831010212545,-1.63096295823377,0.632066818716018,2.57450057725647,0.456209028681154,-1.28941421976344,-3.0868384025152,-1.07212461865368,-1.10906483186027,-0.993694964387099,0.899750926727676,-0.468685553420742
"surprised",48.4972833148069,-6.78774421159659,0.400854392811345,1.93363401083355,-3.87116286656582,-3.4441818725728,-3.63996998137681,-1.04605845076169,-1.51585429459415,-0.84487553373601,-0.971759942296668,-1.26056505680424,8.47373659735569,-1.71123485582862,0.465347613335706,4.36155315496174,0.742374451489449,-0.711532294109579,-1.33478178943579,-1.01014315709624,-1.15714636207671,-2.30013680131253,-0.503519990244362,-0.683702937227521,40.3351461580545,-6.08679065994686,-0.319456633778509,2.40432289696005,-0.329231835686135,-2.82952632060697,-2.60654362520553,-1.87816204084555,-0.370468461790916,-1.51401125033951,0.337500112957836,-0.318435055812379,8.57073181107455,-1.63187104652873,-0.319456633778504,3.3592520245402,-0.329231835686129,-2.36441615527764,-2.60654362520552,-1.58965157528609,-0.37046846179088,-1.31288800903015,0.337500112957852,-0.168349505865876
"neutral",61.4241429165564,-5.35319355891044,-1.04070310317517,-1.559956639508,-3.89476910838695,-4.74993949335282,-3.48277663914003,-2.06957269029015,-1.46035566538337,-3.5693246537866,-2.77823982325514,-1.55588321831632,21.133946537351,0.0814410553905842,0.027142284931638,1.27623343909072,0.0535187147340101,-2.02222523666959,-2.23465425815583,-2.51640996419964,0.693071004980953,-3.55816003570362,-0.889499027102246,-0.0206698452379585,52.5299407792459,-4.92058650878235,-1.49873106017282,-1.81115102940948,-1.92901255117095,-4.30294040316777,-3.05384291337804,-3.96602855461898,0.63366468591024,-2.94299269809529,-2.60798707755173,-0.697089893146234,20.765526432266,-0.46566689536421,-1.49873106017281,-0.856221901829329,-1.92901255117095,-3.83783023783844,-3.05384291337803,-3.67751808905952,0.633664685910276,-2.74186945678594,-2.60798707755171,-0.547004343199732
"neutral",67.4057021683991,-7.12062741925058,-1.7803484285141,-2.86275462747223,-6.65267544038521,-4.62482262961153,-3.17017272210056,-1.43314933515262,-0.394194454199634,-2.42997560812795,-2.81817940208112,-0.728854443793689,27.4455935589823,-1.16839997243759,-0.0941806279798437,1.01543300372969,-2.67151834225558,-3.33198816521115,-3.98717821108338,-3.64764681819675,0.673484394818638,-2.13039793611525,-0.714691333855733,0.0807156144469602,58.7017600799512,-6.42633569437673,-2.21716376761681,-2.31911799541284,-4.83689603210362,-5.41334761668574,-3.58517664633079,-3.67482376292451,1.33997569123691,-1.0708351286386,-2.31018362736075,-0.306620321538874,26.9373457329712,-1.97141608095859,-2.21716376761681,-1.36418886783268,-4.83689603210361,-4.9482374513564,-3.58517664633078,-3.38631329736505,1.33997569123695,-0.86971188732925,-2.31018362736073,-0.156534771592372
"neutral",67.0004756720339,-5.31019037352351,-3.19893214803358,-1.89050508568595,-6.26499106576548,-5.88370860836092,-5.12763435501095,-0.625900838946823,-0.371080668615511,-5.12914180232106,-3.05122805515896,-1.81268402420042,26.5786771084288,0.489474377968242,-1.47496609183307,2.09415094866186,-1.13000249282119,-3.26821912529749,-6.23128142341849,-3.85112559841328,2.07184126097703,-3.90210532402919,-0.910531046238732,-1.39994036461325,57.8050876566745,-4.61558113055621,-3.50868562616445,-1.76555544590394,-3.77017214476957,-5.52520361824288,-5.89348814628273,-4.83890787213478,3.23078828297704,-2.78047355128006,-2.91421344663057,-2.58389610413208,26.0406733096945,-0.160661517138071,-3.50868562616445,-0.810626318323785,-3.77017214476956,-5.06009345291355,-5.89348814628271,-4.55039740657532,3.23078828297708,-2.57935030997071,-2.91421344663056,-2.43381055418558
"neutral",60.8430714944749,-6.0065196038364,1.04079754762982,-0.958701843683808,-3.83681708462446,-3.81783966989341,-4.25816749943194,-2.03502776475293,-0.882715389977478,-2.7348293491293,-2.8722089469134,-1.51722856863164,20.3766867925419,-0.967362045979912,1.95768319820582,2.02324826986054,0.373630281300254,-0.174511805134393,-2.18699589381254,-2.36174383312004,0.535338363759657,-2.55803672982343,-1.27801586363955,-0.165317849493977,52.029174930311,-5.82829127688494,0.556886889754431,-0.630871354574097,-1.85260008961073,-2.78359737471658,-3.27458174545498,-4.05344183535071,0.234883709590252,-1.83342879252773,-2.06695006013999,-0.82495123197581,20.2647605833311,-1.3733716634668,0.556886889754436,0.324057773006056,-1.85260008961072,-2.31848720938725,-3.27458174545497,-3.76493136979125,0.234883709590288,-1.63230555121838,-2.06695006013998,-0.674865682029307
"calm",71.269159454014,-7.87246726572848,-3.18712005251096,-1.28664960665959,-9.17067296368875,-4.0519448053185,-5.38310257059338,-0.401712526245371,-1.38581400721819,0.109532747668816,-5.33944304385047,-1.47284896216781,31.2945038019351,-1.85204425435828,-1.56796115258387,3.13718722106041,-4.67067211213423,-1.55815479524286,-6.45427115297566,-4.23359309442759,-3.06062778348631,2.69413436192919,-3.77876436670974,0.265640698990047,62.4336423683514,-7.11347895056632,-4.13354167276856,-0.233897042544719,-7.35956489905074,-4.23774068604724,-6.13699615515578,-2.69986548191649,-2.20097627742766,3.93640529320159,-2.4946242826954,-3.42279216660799,30.6692280213714,-2.65855933714818,-4.13354167276855,0.721032085035433,-7.35956489905074,-3.7726305207179,-6.13699615515577,-2.41135501635703,-2.20097627742763,4.13752853451094,-2.49462428269539,-3.27270661666149
"calm",62.7839571042957,-6.78050975142382,-1.86182731626643,-0.631260875046989,-4.74005685544147,-3.45005637741061,-3.99170228599898,-0.353013828630026,-1.80596132188136,-2.09848483479933,-2.82533291620546,-0.807799482741334,22.9335482292843,-1.0133330321111,-0.889022878976955,2.0286755702157,-1.17912275769613,-1.06990917739083,-3.90177417845758,-0.945166327307877,-0.142076062206922,-1.90641241932644,-1.56997352624302,1.11088268039868,54.2406044077172,-6.05088863742162,-2.5614436564394,-0.726518164447848,-3.07018870476021,-2.89073226444297,-4.49558346482388,-1.98388182618344,0.272504092870091,-1.20215936038392,-2.65096666657718,-0.338924025574325,22.4761900607372,-1.59596902400349,-2.56144365643939,0.228410963132304,-3.0701887047602,-2.42562209911364,-4.49558346482387,-1.69537136062398,0.272504092870128,-1.00103611907456,-2.65096666657716,-0.188838475627823
"calm",71.139204243215,-8.31406824555868,-2.28924841041794,-1.3480044897858,-8.51820431206315,-3.23401117396688,-6.3135879850028,-2.08214220906013,-0.823036334977137,-2.18360890370989,-3.81541411868736,-0.450462834649105,31.1964073296807,-2.41979063207174,-0.851015975746036,2.6052938343108,-4.16840454172986,-0.110484080573357,-5.7845800353795,-4.1387873658367,-1.00346852406648,-2.33775021751956,-2.70039240724585,0.389116546768998,62.3529906026262,-7.69880557947146,-3.24547347067457,-0.341971112656871,-6.88952679032351,-3.08772024396324,-5.93639172007713,-5.18293450466792,-0.582076958640809,-0.546884149825304,-3.34539222233305,-0.50883865665878,30.5885762556462,-3.24388596605332,-3.24547347067456,0.612958014923281,-6.88952679032351,-2.62261007863391,-5.93639172007711,-4.89442403910846,-0.582076958640772,-0.345760908515951,-3.34539222233303,-0.358753106712278
"calm",69.8223199099068,-7.04692040415936,-2.56580369083749,-0.884351440950719,-8.91984926745985,-3.97677168284204,-4.69787874898844,-2.17693980918953,-0.937381501263908,-3.28927249991705,-3.52281433026234,-0.635282455033573,29.6780630255952,-1.10549122214063,-0.981114821484795,3.28934344914072,-4.29501961827981,-1.97138678202493,-5.05906069013278,-3.73343450571483,0.641069672842465,-2.99585429806779,-2.0395179360574,-0.467865383358162,60.8477158301392,-6.34779766676473,-3.49326000856539,-0.169799930990952,-6.77716295998653,-4.81167322438849,-4.83804023613688,-4.6797216193788,0.926274157561591,-1.93697822022379,-3.6152597065237,-1.7238962741714,29.0833014831593,-1.89287805334659,-3.49326000856538,0.785129196589201,-6.77716295998653,-4.34656305905916,-4.83804023613687,-4.39121115381934,0.926274157561627,-1.73585497891444,-3.61525970652368,-1.57381072422489
"calm",66.6361157221302,-6.05330240336642,-4.88858434772394,-1.34779348255079,-7.23391900393253,-5.98626548580506,-7.04734665304146,1.54332861924948,0.659220333198112,-2.67256681072861,-3.81154584936931,-1.42512216545978,26.4682057189613,-0.0697676217538589,-2.95693900923769,2.39318414822559,-1.70882134330034,-2.54057248843832,-9.08221557907019,-4.17777268921522,-0.124176478480011,-1.56301622600448,-2.24313720494391,1.4315007901121,57.5179757402482,-5.27442788054182,-5.20241657023776,-1.48956206796207,-4.72255831880087,-4.67091176285709,-8.58881995383384,-3.94254159239632,2.25724469667097,1.3054637588595,-3.26910659311401,-0.654262847282404,25.7535613932682,-0.819508267123681,-5.20241657023775,-0.534632940381915,-4.72255831880086,-4.20580159752776,-8.58881995383383,-3.65403112683686,2.25724469667101,1.50658700016886,-3.26910659311399,-0.504177297335901
"calm",66.1812776495087,-4.57419781679171,-4.15833873686217,-2.99593923888698,-5.27806526761975,-4.97227488662546,-5.71020049457003,-0.319001340181298,-0.181182338016664,-3.62210875416202,-5.55694276273163,-2.28882938582522,25.79885005477,1.21558237242115,-1.96419567215919,0.395577804569771,-1.07318320350306,-2.12977895357706,-6.73786543165197,-4.85786001619624,1.05758539373655,0.742955713788453,-1.48732419443558,-0.868716338118032,56.8943933784535,-4.01894032759592,-3.95897157023731,-3.33516430062008,-3.7652022845734,-4.06900405361852,-6.04196092597748,-4.71238964600997,1.44556603324581,1.15949467861113,-3.72156704958133,-5.01426595411232,25.1299790314736,0.435979285822224,-3.9589715702373,-2.38023517303993,-3.76520228457339,-3.60389388828919,-6.04196092597746,-4.42387918045051,1.44556603324585,1.36061791992048,-3.72156704958132,-4.86418040416582
"calm",65.0242965385356,-5.04171676849056,-2.0820367478033,-0.17784849717211,-6.95022350330163,-3.83004653862606,-5.55615724986654,-1.82673989664915,-1.15018722344587,-3.70756827934533,-4.46624466030491,-0.970775791985859,24.5888432171242,0.468756120068594,-0.686443962333294,3.55183960072915,-2.30281668966804,-0.516511879145202,-4.72100126917733,-3.24049825685711,0.466861544315167,-1.48579463384831,-3.13359503178238,0.0568308867807376,55.8825062022001,-4.51486440677359,-2.70579455494958,0.316349448997083,-4.89328439328067,-3.53069393348134,-5.31355383904822,-4.81194014380347,-0.192309314931879,-0.886711784394817,-4.45760442226893,-2.54463856411837,24.1180918552201,-0.0599447933554493,-2.70579455494958,1.27127857657723,-4.89328439328067,-3.065583768152,-5.3135538390482,-4.52342967824401,-0.192309314931842,-0.685588543085465,-4.45760442226891,-2.39455301417187
"calm",59.4383080421464,-4.65715681575509,0.374847763977201,-0.256439269989919,-3.62077720899793,-3.34609788052589,-4.91896828710691,-1.75262557297147,-2.36831063010326,-3.10277970052682,-3.48780510295113,-1.73647096479827,19.101204203891,0.470229458627395,1.21368857849394,2.61632813014025,0.593961528096823,0.627620199530239,-2.32845774369497,-0.992851292818771,0.0322525286136222,-1.57273821292134,-2.60464252980087,0.121976652712206,50.6169466718762,-4.39751557275154,-0.19427874970197,-0.198708190771102,-1.8082703887365,-2.12427670114592,-3.98547174547888,-3.26101887040354,-1.14575256611597,-1.87415870911527,-3.53094644389503,-2.68895207674876,18.8525323248962,0.0574040406666012,-0.194278749701964,0.75622093680905,-1.80827038873649,-1.65916653581659,-3.98547174547887,-2.97250840484408,-1.14575256611593,-1.67303546780591,-3.53094644389501,-2.53886652680226
"happy",63.8767747307394,-6.12110253033342,-2.08973300292225,0.0252846100273816,-3.95702827008468,-3.67936313995367,-4.89473323320448,-1.48560146240532,-0.876378315060035,-3.14261921616329,-3.4190925834722,-1.34283024285545,23.6606312435052,-0.562925301187205,-1.75186379409082,2.54188591268759,-0.419974751218887,-0.675572386860306,-3.44408397662284,-3.52129162895794,1.19521511068232,-2.56475317692672,-0.710359571118453,-1.16344188711284,54.9660164918511,-5.46349876032772,-3.29601984923684,-0.224466160311921,-2.21975850689012,-2.94588274552175,-3.68624645058502,-4.73516871856281,1.33571586723271,-1.6996477344021,-2.13340727391417,-1.60907533488107,23.2016021448711,-1.00857914690958,-3.29601984923683,0.730462967268231,-2.21975850689012,-2.48077258019241,-3.68624645058501,-4.44665825300335,1.33571586723274,-1.49852449309275,-2.13340727391415,-1.45898978493457
"happy",66.5091254496786,-6.38189395280478,-4.41500346786018,-1.44581996347024,-6.08691703433979,-6.0058564031307,-6.09909315983679,-1.43249226596779,-0.203898628175698,-3.96449821166648,-2.98513474125396,-0.659166667241919,26.1894186019474,-0.525114516882626,-3.08231342475589,1.86398605954122,-1.50885536849906,-3.1525380784556,-6.26527908727041,-5.48547930934919,1.6338885726083,-4.62806743830161,-2.2417675585689,-1.17214845868676,57.2412680535469,-5.73641439277328,-5.2679018989317,-1.85100546116096,-3.87045119748922,-5.42529457294634,-5.67199606257803,-6.08926314761284,2.92069932935732,-1.87067755649349,-3.5834852320826,-0.0222135172477343,25.476853706567,-1.28149477935515,-5.26790189893169,-0.896076333580808,-3.87045119748921,-4.96018440761701,-5.67199606257801,-5.80075268205338,2.92069932935736,-1.66955431518414,-3.58348523208258,0.127872032698768
